TOKENID	WORDFORM	LEMMACANDIDATES	GOLDLEMMA	TEXTBEFORE	WORD	TEXTAFTER
35163042	Siegen	Sieg|Siegen	Sieg	Es ist ganz offenkundig , daß nach diesen drei militärischen	Siegen	- und da Waffen die Welt regieren - die USA die einzige Supermacht in der Welt darstellen , mit all den Gefahren eines Mißbrauchs , die eine solche Tatsache heute beinhalten kann .
35070766	spannen	spannen|spinnen	spannen	Das Sicherheitsnetz , das wir	spannen	, darf nicht so großmaschig sein , daß es Möglichkeiten zum unbemerkten Hindurchschlüpfen gibt .
43927630	spannen	spannen|spinnen	spannen	Mit dem neuen Programm	spannen	wir unser Netz sehr viel weiter , und es bleibt zu hoffen , daß es dadurch nicht zu dünn wird .
101791280	Stadien	Stadion|Stadium	Stadium	Das heißt beispielsweise , dass wir das Klonen von Menschen in allen	Stadien	ihrer Entwicklung ablehnen .
163103973	Stadien	Stadion|Stadium	Stadion	Die nationalen Fußballinformationsstellen , die die Aufgabe haben , die Fans in den	Stadien	zu beobachten und Informationen über die Art der organisierten Fanaktionen zu sammeln , sind ein nützliches und grundlegendes Instrument , das jedoch ausschließlich in Anwendung der nationalen Rechtsvorschriften und unter Einhaltung der europäischen Richtlinien und der internationalen Übereinkommen zum Schutze personenbezogener Daten eingesetzt werden darf .
17717947	Stadien	Stadion|Stadium	Stadium	Die Frauen müssen in alle	Stadien	der Entwicklungszusammenarbeit einbezogen werden , und in alle politischen Maßnahmen .
201913734	Stadien	Stadion|Stadium	Stadium	Zusätzlich dazu ermöglichen uns unsere Vorschriften Nahrungsmittel oder Futter in allen	Stadien	der Produktion und des Vertriebs vom Bauernhof bis auf den Tisch zurückverfolgen und ausfindig machen zu können .
23269109	Stadien	Stadion|Stadium	Stadium	Zusammenfassend bietet diese Richtlinie jede Garantie für eine klare Information und eine Kontrolle in den verschiedenen	Stadien	der Bestrahlung .
234618046	Stadien	Stadion|Stadium	Stadium	Es ist weithin bekannt , dass mehr als 15 000 Lobbyisten in Brüssel aktiv sind und versuchen , die dort verabschiedeten Rechtsvorschriften zu beeinflussen und dass sie in allen	Stadien	des Gesetzgebungsverfahrens eingreifen .
234676671	Stadien	Stadion|Stadium	Stadium	In allen	Stadien	der Verhandlungen müssen wir auch sicherstellen , dass die zukünftige Handelspolitik im Rahmen der Ziele der Europäischen Union durchgeführt wird , was bindende Verpflichtungen über soziale und ökologische Standards beinhaltet .
239097337	Stadien	Stadion|Stadium	Stadium	Die griechische Krise hätte in ihren frühen	Stadien	unter Kontrolle gebracht werden können .
75404861	Stadien	Stadion|Stadium	Stadion	Beispielsweise gibt es gemeinsame Normen für die Sicherheit in den	Stadien	, gemeinsame Normen für das Aufspüren von Fans , die Entsendung von Polizeibeamten ins Ausland zum Zwecke der Zusammenarbeit mit der Polizei des Gastlandes , und es gibt Informationsaustausch .
99443082	Stadien	Stadion|Stadium	Stadium	Ein entscheidendes Element darin ist die Definition von Beteiligung , wodurch gewährleistet ist , dass die Öffentlichkeit Pläne und Programme in verschiedenen	Stadien	des Prozesses beeinflussen und entsprechende Rückantworten erhalten kann , damit sie weiß , dass die von ihr vorgebrachten Probleme tatsächlich behandelt werden .
161625131	Stillen	Stille|Stillen	Stille	Es ist eine wichtige Anregung , die positiven Dinge , die sich in der Europäischen Union entwickeln und die zu positiven Ergebnissen geführt haben , nicht sozusagen im	Stillen	zu lassen , sondern herauszufinden , ob sie nicht auch für das eigene Land passen würden , weil ähnliche Strukturen bestehen .
177281734	Stillen	Stille|Stillen	Stille	Dies gilt insbesondere für jene auf der linken Seite des Hohen Hauses , deren unüberlegte harte Kritik an den Vereinigten Staaten die Überzeugung dieses Landes erhärtet , dass man im	Stillen	erfolgreich mit den einzelnen Staaten verhandeln kann .
194878072	Stillen	Stille|Stillen	Stillen	Eine Werbung zur Vereinbarkeit von Familie und Beruf hat berufstätige Frauen und bestimmte Gruppen empört , weil sie Frauen zum	Stillen	anregen wollte .
195641616	Stillen	Stille|Stillen	Stillen	Die Änderungsvorschläge meiner Fraktion , der Fraktion der Europäischen Volkspartei ( Christdemokraten ) und Europäischen Demokraten , beschäftigen sich mit einigen dieser Punkte zum Beispiel der Dauer und der Höhe des Mutterschutzgeldes und Verlängerungen im Fall von Früh- oder Mehrfachgeburten , freier Zeit zum	Stillen	und den Arbeitsrechten von Frauen , die nach dem Mutterschaftsurlaub an den Arbeitsplatz zurückkehren .
202221290	Stillen	Stille|Stillen	Stille	Rechtsvorschriften sind nicht länger das Problem , aber ihre Anwendung in der Situation , in der viele Frauen zögern , die ihnen angetanen Gewalttaten den Behörden anzuzeigen und es vorziehen , im	Stillen	ihr Leid zu ertragen .
236426140	Stillen	Stille|Stillen	Stille	Die Vorschläge wurden im	Stillen	erarbeitet , basieren aber auf unseren Erfahrungen aus den Verhandlungen , an denen wir teilgenommen haben , und ich möchte das Parlament daran erinnern , dass wir beim DCI 14 Verordnungen in eine einzige zusammengeführt haben .
75202525	Stillen	Stille|Stillen	Stillen	Stillzeiten müssen geregelt und das	Stillen	am Arbeitsplatz möglich sein .
75227354	Stillen	Stille|Stillen	Stillen	Gleichermaßen wichtig wie der Schutz der Schwangeren ist die Hilfe für die stillende Mutter , da das	Stillen	sowohl für die Gesundheit der Mutter als auch des Kindes vorteilhaft ist .
75229270	Stillen	Stille|Stillen	Stillen	Wir müssen in der Lage sein , die geeigneten Voraussetzungen zu schaffen , um das	Stillen	des Kindes mit der Arbeit in Einklang zu bringen .
75513284	Stillen	Stille|Stillen	Stillen	Leider trifft das auf bezahlten Schwangerschaftsurlaub , Einrichtungen zum	Stillen	und die Befreiung von Nachtschichten in Irland offenbar nicht zu .
103930880	Streben	Strebe|Streben	Streben	Das Europäische Parlament hat durch seine Arbeit und seine Vorschläge , die stets durch ein beständiges , innovatives	Streben	nach einer höheren Wirksamkeit des Funktionierens der Union gekennzeichnet sind , einen wesentlichen Beitrag zu dem geleistet , was heute die Europäische Union ausmacht .
147153373	Streben	Strebe|Streben	Streben	Meine Damen und Herren , wir sind nicht dafür , dass das	Streben	nach Transparenz als Freibrief für alles angesehen wird ;
168027696	Streben	Strebe|Streben	Streben	Unter der Führung eines ständigen und kompetenten Präsidenten muss sie ihr	Streben	nach Kohärenz und Koordinierung der nationalen Wirtschaftspolitiken fortsetzen .
174724523	Streben	Strebe|Streben	Streben	Erwartungsgemäß vereint das Programm Ihres Vorsitzes stilles	Streben	mit einem auf Konsens ausgerichteten Stil , die das Potenzial haben , unseren Kontinent zu einen .
47062360	Streben	Strebe|Streben	Streben	Vor allem das	Streben	nach Qualität und nach absatzfördernden Maßnahmen für den Wein als absolut unschädliches und verträgliches Getränk , das für jedes Alter und für alle Küchen empfehlenswert ist ;
56221395	Streben	Strebe|Streben	Streben	Dort , wo bis vor kurzem Portugal diese Fahne im Grunde allein hochhalten mußte , stellt sich nun die Europäische Union als Ganzes hinter das	Streben	der Osttimoresen nach Unabhängigkeit .
69889387	Streben	Strebe|Streben	Streben	Wie im Ausschuß für auswärtige Angelegenheiten , Menschenrechte , gemeinsame Sicherheit und Verteidigungspolitik wird der Bericht Lagendijk hoffentlich auch im Parlament nachdrückliche und einhellige Zustimmung finden und damit unser aller	Streben	nach einer positiven und stabilen Entwicklung artikulieren .
78564219	Streben	Strebe|Streben	Streben	Ich habe nicht für den Bericht Mann gestimmt , denn bei allem tatsächlich notwendigen	Streben	nach Gleichbehandlung in Beschäftigung und Beruf braucht deswegen noch nicht im Übereifer so weit gegangen zu werden , dass der Schutz der Freiheiten und die Achtung des Rechtsstaates dabei völlig in Vergessenheit geraten .
9063491	Streben	Strebe|Streben	Streben	Der italienische Außenminister Dini , der auch amtierender Ratspräsident war und den ich in vorangegangenen Wortmeldungen durchaus kritisiert habe , wies vor einigen Tagen darauf hin , daß wir eine Ermahnung geäußert hätten , das politische Europa nicht zu vernachlässigen , es nicht durch das	Streben	nach einer einheitlichen Währung in den Hintergrund zu stellen , deren außergewöhnliche Bedeutung wir kennen würden .
98647065	Streben	Strebe|Streben	Streben	Galileo entspricht dem	Streben	, so wird behauptet , die Unabhängigkeit Europas gegenüber den USA zu wahren , die mit GPS ein ähnliches System entwickelt haben .
113946093	Studien	Studie|Studium	Studie	Eine der jüngsten	Studien	im Vereinigten Königreich unterstellt , dass beispielsweise die Altfahrzeugrichtlinie Kosten von 400 Mio. Pfund Sterling pro Jahr verursacht und der Nutzen für die Umwelt nur etwa 100 Mio. im Jahr beträgt .
119498379	Studien	Studie|Studium	Studie	Es kommt in der Tat darauf an , die Energietransportnetze zu verbessern und zu ergänzen und mit Hilfe von	Studien	und Investitionen die Entwicklung auch solcher Netze zu fördern , die zwar weniger rentabel sind , aber benötigt werden .
137254455	Studien	Studie|Studium	Studie	Ich hoffe , dass die Kommission diesmal handelt , unsere Forderungen Ernst nimmt und sich um die Durchführung zuverlässiger	Studien	bemüht , damit in dieser Angelegenheit Klarheit geschaffen wird .
152647638	Studien	Studie|Studium	Studie	Wir haben die Wegekostenrichtlinie zwar jetzt beschlossen , aber was gedenkt die Kommission insbesondere im Bereich von	Studien	und wissenschaftlichen Untersuchungen zu unternehmen , um den Zusammenhang zwischen Umweltverschmutzung und dem schweren Güterverkehr klarer herauszuarbeiten und anhand dessen dann endgültig einen neuen Vorschlag für eine bessere , umweltgerechtere Eurovignettenrichtlinie vorzulegen ?
182226598	Studien	Studie|Studium	Studie	Beispielsweise zeigen einige	Studien	, dass die Energieerzeugung aus Algen je Hektar bis zu fünfzehn Mal größer ist als bei Weintrauben , Palmöl oder Soja .
210874167	Studien	Studie|Studium	Studie	Wir alle kennen viele	Studien	, die diese Idee widerlegt haben .
23269000	Studien	Studie|Studium	Studie	Es haben ja alle bisherigen	Studien	eindeutig erwiesen , daß die Behandlung von Lebensmitteln mit ionisierenden Strahlen keinerlei Gefahr für die Sicherheit und Gesundheit des Verbrauchers darstellt .
33163698	Studien	Studie|Studium	Studie	in zahlreichen	Studien	und Forschungsarbeiten , die durchgeführt wurden , wird anerkannt , daß es sich bei dem Sektor des dritten Systems , dem gemeinnützigen Vereinswesen im weitesten Sinne , um einen Bereich handelt , der in den letzten Jahren einerseits neue Beschäftigungsmöglichkeiten vor allem auf örtlicher Ebene eröffnet hat , andererseits aber einer Reihealter und neuer - gesellschaftlicher , sozialer , kultureller und umweltpolitischer - Erfordernisse entsprechen konnte , denen heute weder der öffentliche noch der private Bereich gerecht werden können .
66264856	Studien	Studie|Studium	Studie	Die erste ist die , daß für eine Reihe von Daten , deren Erhebung in bestimmten Fällen endlos sein könnte , die aus	Studien	und Stichproben gewonnenen Informationen verwendet werden sollen ;
82511389	Studien	Studie|Studium	Studie	In dem von der Kommission zur Begründung ihres Vorschlags in Auftrag gegebenen Bericht wird lediglich festgestellt , dass nicht genügend vergleichbare Daten verfügbar und die vorhandenen	Studien	widersprüchlich sind .
101859315	Suchen	Suche|Suchen	Suchen	Gute Absichten , wie das	Suchen	nach Heilungsmöglichkeiten für Krankheiten , reichen nicht aus , um dem entgegenzuwirken , was man vermeiden will , beispielsweise - und darin sind wir uns alle einig - reproduktives Klonen und eugenetische Forschung .
112232529	Suchen	Suche|Suchen	Suchen	Wir müssen uns mit den Kosten für das obligatorische Speichern und	Suchen	von Daten beschäftigen .
131066420	Suchen	Suche|Suchen	Suchen	Nach wochenlangem	Suchen	durch Hunderte amerikanischer und britischer Soldaten zeigt sich jetzt , dass es diese Beweise nicht gibt .
154372902	Suchen	Suche|Suchen	Suchen	In der zweiten Phase könnte auch das	Suchen	mit Hilfe von biometrischen Identifikatoren durchgeführt werden .
198334932	Suchen	Suche|Suchen	Suche	Daten müssen sicher gespeichert werden , alle Datenzugriffe müssen protokolliert werden , alle	Suchen	in der TFTP -Datenbank müssen eingeschränkt sein und dürfen nur Personen oder Informationen umfassen , bei denen ausreichende Verdachtsmomente oder eine eindeutige Verbindung zu einem terroristischen Verbrechen vorliegen .
210439019	Suchen	Suche|Suchen	Suchen	Daher glaube ich fest daran , dass der Weg nach vorn das	Suchen	und die Vertiefung eines anhaltenden politischen Dialogs sowie die kontinuierliche Zusammenarbeit mit Kuba als Instrument zur Verbesserung der Lebensqualität für das kubanische Volk ist .
217530872	Suchen	Suche|Suchen	Suche	Insbesondere bin ich erfreut , dass unsere Fraktion dazu beigetragen hat , Garantien zum Verbot beliebiger	Suchen	, zur direkten Überwachung des Programms durch einen EU -Beamten und zu einer jährlichen Beurteilung der Datenspeicherungszeiten zu gewährleisten .
70005217	Suchen	Suche|Suchen	Suchen	Es ist genau diese Kurzsichtigkeit , das	Suchen	nach einem schnellen Erfolg ohne langfristige Zielbestimmung , die ich der Kommission vorwerfe , denn Ziel und europäischer Mehrwert für den europäischen Bürger , für Unternehmen , Arbeitnehmer und Versorgungsempfänger und -träger ist die grenzüberschreitende Mitgliedschaft bei einem Versorgungsträger , der eine tatsächliche Altersversorgung im Binnenmarkt garantiert .
7412288	Suchen	Suche|Suchen	Suchen	Aufgabe der Rüstungsindustrie oder	Suchen	nach der neuen Chance .
9218313	Suchen	Suche|Suchen	Suchen	Es sei uns der Gedanke gestattet , daß man zwischen der Beibehaltung so mancher überkommener Formalitäten und der völligen Abschaffung der Kontrollen bei etwas gründlicherem	Suchen	auch ein gesundes Mittelmaß hätte finden müssen , das sowohl den Sicherheitserfordernissen des Steuersystems als auch dem legitimen Verlangen der Unternehmen nach einer Vereinfachung entgegengekommen wäre .
124198203	Teilen	Teil|Teilen	Teil	In kürzlich vorgelegten Berichten wird auf die untragbare Situation von Minderheitengruppen und Frauen in einigen	Teilen	des Landes hingewiesen .
15116450	Teilen	Teil|Teilen	Teil	In der Begründung zu dem Teil des Haushaltsplans , für den ich Berichterstatter bin , habe ich klar zum Ausdruck gebracht , daß , obwohl die Rubrik 5 scheinbar einen komfortablen Speilraum aufweist , es unverantwortlich gewesen wäre , die Mittel in der Rubrik 5 als leichter verfügbar zu betrachten als die in anderen	Teilen	des Haushalts bereitgestellen Mittel .
159939389	Teilen	Teil|Teilen	Teil	UN -Truppen tragen in vielen	Teilen	der Welt dazu bei , Übergänge von Diktaturen zu Demokratien und Transformationsprozesse zu meistern .
160840680	Teilen	Teil|Teilen	Teil	Ich akzeptiere voll und ganz die völkerrechtlichen Verpflichtungen , die Polen mit seinem Beitritt zum Europarat und zur Europäischen Union übernommen hat , bin aber nicht der Ansicht , dass die Abschaffung der Todesstrafe in anderen	Teilen	der Welt das Problem der Gewalt und Brutalität löst .
174441022	Teilen	Teil|Teilen	Teil	Wir haben der europäischen Automobilindustrie gesagt , sie kann nicht damit rechnen , dass wir protektionistische Maßnahmen ergreifen werden , um sie vor der stärker werdenden Konkurrenz aus anderen	Teilen	der Welt zu schützen .
19223524	Teilen	Teil|Teilen	Teil	Wir werden bei den einzelnen	Teilen	so abstimmen , wie Sie es vorgeben .
202964799	Teilen	Teil|Teilen	Teil	Israel hat bereits in der Vergangenheit Maßnahmen ergriffen und Land gegen Frieden eingetauscht - ich denke dabei an seinen Rückzug aus	Teilen	des Gaza-Streifens - dies führte jedoch leider nicht zu einem Frieden .
228063118	Teilen	Teil|Teilen	Teil	Wir können uns sehr wohl an die Jahre erinnern , als Not und Elend die Region in vielen	Teilen	geprägt haben .
38400933	Teilen	Teil|Teilen	Teil	Ich finde , Herr Trimble hat einen vorbildlichen Einsatz bewiesen und deshalb ist es meines Erachtens vollkommen gerechtfertigt , wenn das Nobelkomitee den Preis an beide Seiten des Konflikts zu gleichen	Teilen	vergibt .
46552181	Teilen	Teil|Teilen	Teil	Erstens wären bereits existierende Abfalldeponien unter einer bestimmten Größe , die auf einer Insel liegen , von großen	Teilen	der Richtlinie ausgenommen .
102309677	trügen	tragen|trügen	tragen	Hätten Sie uns alle auf Ihrer Seite , wäre das auch günstiger für Sie , als	trügen	wir interinstitutionelle Gefechte aus , wie Sie sie heute Morgen offenbar initiiert haben .
131368800	trüge	tragen|trügen	tragen	Ich würde mir wirklich wünschen , dass Herr Ortuondo Larrea nicht ständig Fragen von nationalem Belang in dieses Parlament	trüge	, sondern Beiträge zur europäischen Integration leistete , denn dazu sind wir meiner Ansicht nach alle hier .
171382237	trüge	tragen|trügen	tragen	Würde das afghanische Opium zu medizinischen Produkten verarbeitet ,	trüge	das nur zu einer weiteren Übersättigung des Marktes bei .
175245623	trüge	tragen|trügen	tragen	Sie sind eine typisch europäische Minderheit , für die in Zusammenarbeit mit den betreffenden Mitgliedstaaten eine spezielle europäische Strategie entwickelt werden könnte , wofür die Europäische Union eine Eigenverantwortung	trüge	- wie nicht zuletzt in den Äußerungen des Europäischen Rates in Brüssel anerkannt worden ist .
175819624	trüge	tragen|trügen	tragen	Wir haben seit jeher darauf gedrängt und würden es sehr begrüßen , wenn die Zusammenarbeit Früchte	trüge	.
202011770	trügen	tragen|trügen	tragen	Das dritte Argument besagt , die Mitgliedstaaten	trügen	die Schuld für die Fehler .
62367559	trüge	tragen|trügen	tragen	Die Konsequenz daraus wäre , daß die überwiegende Mehrheit der Fleischerzeugnisse in unseren Läden das Etikett als von genetisch modifizierten Organismen stammend	trüge	.
80656139	trüge	tragen|trügen	tragen	Mir wurde unversehens mitgeteilt , dass , wenn ich privatversichert wäre oder die Kosten selbst	trüge	, eine sofortige Untersuchung und Behandlung bei dem selben Arzt möglich wäre , bei dem ich sonst erst in zwei Monaten einen Behandlungstermin bekäme .
86319597	trüge	tragen|trügen	tragen	Sie sagten das vor Nizza , und Sie fügten hinzu , dass nicht die Kommission die Schuld daran	trüge	;
87165898	trüge	tragen|trügen	tragen	Ich würde es also wirklich hoch zu schätzen wissen , wenn der Rat hier tätig würde und dafür Sorge	trüge	, dass europäischen Staatsbürgern , die tatsächlich Leidtragende langwieriger Abwicklungsverfahren zwischen der Europäischen Union , den Versicherungsgesellschaften und den schweizerischen Versicherungsgesellschaften sind , doch irgendwie geholfen wird .
139772255	getroffen	treffen|triefen	treffen	Ich habe die Familien der Seeleute selbst	getroffen	, und sie befinden sich wirklich in einem Zustand der Verzweiflung .
142940572	getroffen	treffen|triefen	treffen	Die bulgarischen und rumänischen Behörden haben bis heute einige spezielle Antikorruptionsmaßnahmen	getroffen	, deren Durchsetzung sowohl der Rat als auch die Kommission überwachen und bis zum Beitrittsdatum weiterhin überwachen werden .
172995668	getroffen	treffen|triefen	treffen	Hier müssen unbedingt die erforderlichen Maßnahmen	getroffen	werden , um diese Art von Verbrechen zu verhindern , zu bekämpfen und auszumerzen .
19456551	getroffen	treffen|triefen	treffen	Im Herbst hat es auch eine erste Konferenz in Rußland gegeben , wo sich Vertreter von Behörden und Freiwilligenorganisationen in Moskau	getroffen	haben , um über den Sklavenhandel mit jungen Frauen zu diskutieren .
214496542	getroffen	treffen|triefen	treffen	Die Entscheidung muss daher ernsthaft und durchdacht	getroffen	und mit Menschlichkeit behandelt werden .
218580053	getroffen	treffen|triefen	treffen	Und wir haben nun einmal nach dem Lissabon-Vertrag nicht nur die Situation , dass das Europäische Parlament richtigerweise mit diesen Themen befasst wurde , sondern auch einen Rechtsrahmen , der besagt , dass bei einer geteilten Kompetenz , wenn schon Regelungen auf EU -Ebene	getroffen	wurden , wie zum Beispiel bei den Fluggastdaten , dieser Bereich dann für die Mitgliedstaaten gesperrt ist .
22127381	getroffen	treffen|triefen	treffen	Ich habe den Botschafter und die Minister für Fischerei aus Südafrika bei einer Reihe von Gelegenheiten	getroffen	und ich hoffe , ich kann davon ausgehen , daß die Kommission Südafrika nicht unter Druck setzen wird , ihre Gewässer für die Flotten der Europäischen Union zu öffnen , bevor es dazu bereit ist oder bevor es sich dazu entschieden hat .
48402440	getroffen	treffen|triefen	treffen	Aber die Entscheidung wird eben vor Ort	getroffen	, und meiner Auffassung nach sollte man bei denjenigen , die Stipendien vergeben , darauf vertrauen können , daß sie zwischen denen zu unterscheiden verstehen , denen es leichter fällt , und denen , die bessere Ergebnisse aufweisen , obwohl es ihnen schwerer fällt und bei denen die Gewährung eines Stipendiums den weiteren beruflichen Weg und die persönliche Entwicklung stärker beeinflussen wird .
55030734	getroffen	treffen|triefen	treffen	In Wirklichkeit werden diese Entscheidungen aber zu völlig anderen Bedingungen und an ganz anderer Stelle	getroffen	.
90674934	getroffen	treffen|triefen	treffen	Die Steuer- und Ausgabenentscheidungen werden dann nicht mehr nur in der eigenen Hauptstadt	getroffen	.
93246912	überführen	überfahren|überführen	überführen	Immer mehr skrupellose Schiffseigner	überführen	ihre Schiffe in Länder wie Belize , Honduras oder St. Vincent und die Grenadinen .
59645981	verführen	verfahren|verführen	verführen	So bilden beispielsweise die traditionellen Eigenmittel eine systematische Quelle der unausgeglichenen Belastung der Mitgliedstaaten und	verführen	, wie bereits festgestellt wurde , zu Betrug und übertriebener Bürokratie .
10107388	vermißt	vermessen|vermissen	vermissen	Doch	vermißt	Herr van Velzen im Plooij-van Gorsel-Bericht eine Sache :
104284560	vermisst	vermessen|vermissen	vermissen	Meine Fraktion	vermisst	bei dem ganzen Projekt inhaltliche Schwerpunkte , nämlich unseres Erachtens Themen wie Klimaänderung , Energie , Abfall und biologische Vielfalt .
16894803	vermißt	vermessen|vermissen	vermissen	In dieser Hinsicht	vermißt	meine Fraktion eine bessere Ausgewogenheit in der Wettbewerbspolitik der Union .
199006745	vermisst	vermessen|vermissen	vermissen	Ganze Dörfer sind verschwunden und eintausend Menschen werden für tot oder	vermisst	gehalten .
204199465	vermisst	vermessen|vermissen	vermissen	Dieses Land muss wieder funktionieren , nicht nur in physischer Hinsicht - die meisten Gebäude gibt es ja nicht mehr - , sondern auch mit einer großen Anzahl als	vermisst	geltender hoher Beamter und schwer angeschlagenen staatlichen Strukturen .
28862868	vermißt	vermessen|vermissen	vermissen	Frau Präsidentin , ich habe in den Ausführungen von Herrn Monti vor dem Parlament eine Antwort	vermißt	bezüglich der Auffassung der Kommission , wie Europa und auch die Europäische Union die Konvention über die Artenvielfalt der Vereinten Nationen ausführen soll .
43736143	vermißt	vermessen|vermissen	vermissen	In der Antwort der österreichischen Präsidentschaft	vermißt	man natürlich eine Referenz auf die von diesem Parlament angenommene Entschließung .
72660845	vermißt	vermessen|vermissen	vermissen	Bei diesen ersten Schritten	vermißt	man eine stärkere Einbeziehung des Parlaments in die Realisierung dieser Politik .
93988351	vermisst	vermessen|vermissen	vermissen	Die Kommission begrüßt alle Bemühungen für eine rasche Lösung im Falle der verbleibenden Gefangenen sowie im Hinblick auf das Schicksal der 3 600 noch immer als	vermisst	geltenden Bürger zahlreicher Gemeinden im Kosovo .
94966369	vermisst	vermessen|vermissen	vermissen	Man	vermisst	so den ausgleichenden Tonus des Berichts , und ebenso gibt es keine Strategie und Prioritäten .
15812466	verzieht	verzeihen|verziehen	verziehen	Meinen Glückwunsch an den amtierenden Präsidenten , daß er bei seinem - offen gesagt - sehr skrupellosen und unlauteren Versuch , dieses Parlament zu beeinflussen , keine Miene	verzieht	.
154866078	Warten	Warte|Warten	Warten	Dort Warten auf Godot - hier	Warten	auf 2014 und die Eigenmittel .
159102579	Warten	Warte|Warten	Warten	Die Abstimmung des Berichts wurde mehrmals verschoben , aber das	Warten	hat sich meines Erachtens gelohnt , und die Verhandlungen haben gezeigt , dass wir jetzt einen Kompromiss mit dem Rat in erster Lesung hinbekommen .
170615659	Warten	Warte|Warten	Warten	Herrn Corbetts Vorstellung , Europa wie ein vielsprachiges Dokument zu entwerfen , ist wie „	Warten	auf Godot “ , eine Stagnation der Kommunikation .
172243401	Warten	Warte|Warten	Warten	Bisher ähnelt die Lissabonner Strategie eher dem Stück	Warten	auf Godot .
179766164	Warten	Warte|Warten	Warten	Im vergangenen Jahr erhielten rund 2 400 Bürger im Vereinigten Königreich ein neues Organ , aber mehr als tausend Menschen sterben jedes Jahr beim	Warten	auf ein geeignetes Transplantat .
191036810	Warten	Warte|Warten	Warten	Ich freue mich insbesondere darüber , dass von der Entschließung die klare Botschaft ausgeht , dass die gegenwärtige Situation nach dreijährigem	Warten	auf den Beginn von Verhandlungen sehr beunruhigend und nicht akzeptabel ist .
24424189	Warten	Warte|Warten	Warten	Der Berichterstatter schlägt jedoch einen pragmatischeren und wirksameren Ansatz vor , um Verzögerungen bei der Freigabe von Verpflichtungs- und Zahlungsermächtigungen zu vermeiden , die durch das	Warten	auf eine Genehmigung von der GD XX aus Brüssel ausgelöst werden .
31947070	Warten	Warte|Warten	Warten	Durch das	Warten	auf grünes Licht für den Militäreinsatz durch den UNO -Sicherheitsrat hat man Rußland de facto ein Instrument in die Hand gegeben , ein NATO -Engagement zu verhindern , und gleichzeitig durch die Verhandlungen zwischen Jelzin und Milosevic der serbischen Führung abermals einen Zeitgewinn verschafft .
72290464	Warten	Warte|Warten	Warten	Ich denke , in gewisser Hinsicht hat sich das	Warten	gelohnt .
82484702	Warten	Warte|Warten	Warten	Beim	Warten	auf das Ergebnis von Nizza ist mir mein alter Mathematikprofessor eingefallen .
166334594	weiterführe	weiterfahren|weiterführen	weiterführen	Wenn ich meine Gedanken	weiterführe	, würde dies im Falle unseres regelmäßigen Konsums von Schweinefleisch und Rindfleisch bedeuten , dass auch die Häute von Rindern und Schweinen nicht mehr verwendet werden dürfen .
196497283	weiterführen	weiterfahren|weiterführen	weiterführen	Unsere Traditionen und unsere regionale Eigenheit , das ist das , was unseren europäischen Wein trägt , und das sollte uns auch	weiterführen	in den Überlegungen , die wir jetzt über die Weinmarktordnung anstellen .
49376704	weiterführe	weiterfahren|weiterführen	weiterführen	Ich will diesen Punkt verdeutlichen , indem ich diese Argumentation	weiterführe	.
105933759	Westen	Weste|Westen	Westen	Damit bleiben dann Länder wie Portugal möglicherweise weiter am Rand und das gegenwärtige Zentrum kann noch mehr erstarken , weil es dann das Zentrum eines wirtschaftlich vom	Westen	bis beinahe an die Ostgrenze integrierten Europas sein wird .
152440915	Westen	Weste|Westen	Westen	Wir müssen uns alle als Dänen fühlen , denn die kriminellen Ausschreitungen gegen Botschaften , der Boykott dänischer Erzeugnisse sowie die gewaltsamen Demonstrationen richten sich im Grunde genommen gegen die Freiheit und gegen den	Westen	insgesamt .
164469484	Westen	Weste|Westen	Westen	Das Problem beim islamischen - wie bei jedem anderen - Fundamentalismus ist , dass ein Element der eigenen Identität - das religiöse - über alle anderen gestellt und die Komplexität der Welt letztlich auf das Bild eines Gegensatzes von „ Islam “ und „	Westen	“ reduziert wird .
168601266	Westen	Weste|Westen	Westen	Ich habe es mir angesehen , weil ich , obwohl es bei vielen Mobilitätsfragen darum geht , unseren Freunden und Kollegen in Ost- und Mitteleuropa Möglichkeiten zu eröffnen , weiter in Richtung	Westen	zu ziehen , ebenfalls glaube , dass den Möglichkeiten mehr Beachtung geschenkt werden sollte , vom Westen nach Ost- und Mitteleuropa zu ziehen .
186863270	Westen	Weste|Westen	Westen	Da ich erst seit vergangenem November Mitglied dieses Hohen Hauses bin , möchte ich fragen , in welchem Umfang und auf welche Weise auf diese Forderungen reagiert wurde bzw. wie erfolgreich diese Bemühungen gewesen sind , wo doch derzeit wieder ein Projekt zur Schaffung eines US -amerikanischen Raketenschutzschilds in der Tschechischen Republik und Polen auf dem Tisch ist , das wie erwartet neue Spannungen zwischen dem	Westen	und Russland bewirkt und Bilder von und Ängste vor einem neuerlichen gefährlichen atomaren Wettrüsten heraufbeschwört .
41244717	Westen	Weste|Westen	Westen	Das eigentliche Problem besteht jedoch darin , daß sich diese Länder auf einen wahren Leidensweg begeben würden , wie wir ihn im	Westen	zurückgelegt haben .
41244828	Westen	Weste|Westen	Westen	Es würde das unglücklicherweise zu Überproduktionen führende westliche Agrarmodell eingeführt mit seinen , wenn ich so sagen darf , konzentrationslagerartigen Viehzuchtanlagen und den Folgen , wie wir sie im	Westen	erlebt haben .
